Domain,Have_IP,Have_At_Sign,Length,Depth,Redirection,HTTPS_Domain,TinyUrl,Prefix_Suffix,Has_DNS,Domain_Age,Domain_End,IFrame,web_Forwarding,Check_Alert_Script,Label
distributel.net,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
iberoamericasocial.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
puterea.ro,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
vdozaa.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
norm-load.ru,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
studyandscholarships.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
recovery-mode.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
dobra-macka.hr,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
antspec.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
world-food-and-wine.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
kitaeri.net,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
hirabsun.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
sdamgia.ru,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
kandianshi.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
mihangame.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
welcometoromania.ro,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
decorazioniperdolci.it,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
donyaeweb.ir,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
rylkov-fond.org,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
nanotejarat.com,0,0,0,1,0,0,1,0,0,1,1,1,1,1,0
bsmarkets.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
thecrowntv.ru,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
meigui98.org,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
astotel.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
seishinsha.co.jp,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
300426.net,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
app1.jp,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
filibertos.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
asemanemanoto.blogfa.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
tolo.tv,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
colegioandes.cl,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
game5.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
1gphoto.net,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
visaonline.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
campussafetymagazine.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
pu.go.id,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
elrinconvallenato.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
jardinderecetas.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
djvu.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
gizmomotors.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
tncghb.gov.tw,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
mrsmithcasino.co.uk,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
arthurknightshoes.co.uk,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
hry.cz,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
pravoslavniy-bolgar.ru,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
ravsa.com.ve,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
stopotit.ru,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
edutraf.in,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
lineage2warpgate.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
sqworl.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
linguage-school.jp,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
codeseller.ru,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
africa-confidential.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
uupload.ir,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
yukoyuko.net,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
zenomlive.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
dcard.tw,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
tirumalabalaji.in,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
cocoas.net,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
lsgh.edu.ph,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
nh1.ir,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
swanblog.tw,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
baratno.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
patagon.de,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
ininterests.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
health24.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
gpms.gov.mm,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
smr.ru,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
mke.hu,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
matsuko-minimum.info,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
wisemana.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
1img-pic.ru,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
danitala.myshopify.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
uywm.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
metrobrokers.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
petragems.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
citypizza.ru,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
agh.edu.pl,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
flytourist.ru,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
difona.de,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
pepecine.online,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
bheljhs.co.in,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
medicinanaturalweb.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
continentaldividetrail.org,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
downupfiles.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
bilibili.cn,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
deskera.in,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
weibangong.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
eks.sk,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
tokusatsu-fansub.fr,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
homecentreindia.in,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
cutebabynames.org,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
kaseytrenum.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
2016albumudinle.blogspot.com,0,0,0,1,0,0,1,0,0,1,1,1,1,1,0
callmepower.be,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
socialsecurity.be,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
mob-shop.rs,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
verylw.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
e-ngine.nl,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
fjcruiserforums.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
maquillage.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
bridgeportedu.net,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
bonescoffee.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
vums.ac.ir,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
ibrahimamini.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
dnstools.ch,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
toyotsu-alllife.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
cancer-environnement.fr,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
samotsvet.ru,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
frozeria.net,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
mysch.id,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
mercedes-benz.fr,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
uid.me,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
gaduniv.edu.sd,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
funnelhackathon.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
onestensemble.net,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
stersong2.pw,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
geu.ac.in,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
domowe-wypieki.pl,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
vapestreet.com.au,0,0,0,1,0,0,1,0,0,1,1,1,1,1,0
bikeline.se,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
alanliceaa.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
healthpartners.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
ucar.edu,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
banyanhill.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
nhbrc.org.za,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
sky-movies.in,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
oddthemes.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
aufoindelarue.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
klub-wulkan777.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
bearmattress.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
g123.com.br,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
verbling.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
i-scream.co.kr,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
vatansever.web.tr,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
calendar-12.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
automo.pl,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
clubvwgolf.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
railcolor.net,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
polsannet.com,0,0,0,1,0,0,1,0,0,1,1,1,1,1,0
skagenfondene.no,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
portolazer.pt,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
brother.at,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
longecity.org,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
howtobuildashed.org,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
mykronos.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
sg80.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
crazybigfarm.tk,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
prizma.site,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
andractim.net,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
vyorsa.com.mx,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
tkma.co.jp,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
epsrc.ac.uk,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
street-h.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
brateasers.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
shopinfo.jp,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
elifemall.com.tw,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
bubuk.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
iptvpourvlc.blogspot.fr,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
vita-mix.jp,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
supercoolpics.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
warehousewinesandspirits.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
toupiaodage.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
thesafeandfine2upgrades.club,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
aicoin.io,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
cibus.co.il,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
uttarbangasambad.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
m998877.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
teamandroid.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
yasisitoon.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
dueksam.com.ph,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
hadatsuki.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
siglermusiconline.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
sndimg.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
bloggingglobal.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
setlinks.ru,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
keysafar.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
ineedmotivation.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
mybodytutor.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
arbonaut.com,0,0,0,1,0,0,1,0,0,1,1,1,1,1,0
paygoo.no,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
lanosist.ua,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
branto.ru,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
mivardi.sk,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
monoco.jp,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
pequejuegos.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
idblanter.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
amberboutique.net,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
freepascal.org,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
nathansports.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
portaldadialise.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
muki.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
fe-soku.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
foroguitarrista.com.ar,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
labibledesastuces.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
whogohost.com,0,0,0,1,0,0,1,0,0,1,1,1,1,1,0
regionalaustraliabank.com.au,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
bysources.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
winkathome.net,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
xinewang.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
gratisdns.dk,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
voxelmodpack.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
myjonline.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
nexteducation.in,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
porsche.ua,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
thecocktaildrink.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
sabticall.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
asie.pl,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
codecheese.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
robolinux.org,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
intersport.pl,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
thetripledoor.net,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
shufunotomo.co.jp,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
elteorico.es,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
pjtrailers.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
languageguide.org,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
coloradosupremecourt.com,0,0,0,1,0,0,1,0,0,1,1,1,1,1,0
armstrongmywire.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
overcast.fm,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
gponsolution.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
yokacdn.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
sapotracking.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
sbf-eclairage.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
iiot-world.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
anibrand.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
lbry.io,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
digitalcenturysf.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
viraltrendsz.org,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
steelcn.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
ultrasmsscript.com,0,0,0,1,0,0,1,0,0,1,1,1,1,1,0
wordpress.org.cn,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
actu17.fr,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
alvexo.it,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
ankurgupta.net,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
ammoliquidator.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
rus-lang.ru,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
cdc.com.sg,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
spotcap.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
iradiofm.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
coingecko.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
zfabryki.pl,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
rara.jp,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
reman-lab.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
toxigon.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
neoseeker.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
jasaketikin.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
usls.edu.ph,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
indiakino.net,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
ekonomikcadde.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
alsea.com.mx,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
emobile.jp,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
questura.bologna.it,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
newshowtv.net,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
vina.io,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
dapurmodern.org,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
moviesmass.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
lendervend.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
washstation.co.uk,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
impactteachers.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
packet-foo.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
aamataipei.com.tw,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
aurora-music.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
rivacom.fr,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
heretohelp.bc.ca,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
goldenfront.ru,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
isbn-center.jp,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
aaaerodouga.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
tagcrowd.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
o9.de,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
exeterfinance.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
addsocials.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
behavioraltech.org,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
career-adv.jp,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
cosplayalexia.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
hersheystory.org,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
studydekho.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
gecehayati.biz,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
e-btc.com.ua,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
legendas.top,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
polac.edu.ng,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
megafonu.ru,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
apype.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
100pour100sexe.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
oxfordcompany.gr,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
sandomenico.org,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
grupokaufmann.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
abin.gov.br,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
qwasd.ru,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
wetnwildtoronto.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
escortgr.xxx,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
playdemic.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
classidiconcorso.it,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
gifmania.ru,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
pokemon-arena.co.il,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
gaiatrendpro.fr,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
getcs.ru,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
geoscienceworld.org,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
xhentaionline.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
allover30.net,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
longwin.com.tw,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
candientuaau.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
frogi.co.il,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
zi-han.net,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
thestormers.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
styletakeover.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
myplatform-online.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
satprnews.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
worshipartistry.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
cge.mil.ar,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
ideaklinik.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
hostuju.cz,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
ticket.fi,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
outreachmama.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
divislabs.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
yukishigure.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
fiemg.com.br,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
procopytips.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
alex-games.ru,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
jnueeqp.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
aghsatiyab.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
systemsolutions.lu,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
strikedeck.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
htbridge.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
akc.org,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
chanrio.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
ohomeminvisivel.com.pt,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
firetvblog.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
deportes-tv.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
bluefocusgroup.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
gaylaser.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
eggjs.org,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
beck.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
businessadsforfree.net,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
flash2u.com.tw,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
ethereum-price.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
assumption.ac.th,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
freyayuki.tumblr.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
pkmusiqdownload.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
yasetre.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
uintabrewing.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
domkino.tv,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
btsb.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
zeroparallel.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
watchanimeflix.com,0,0,0,1,0,0,1,0,0,1,1,1,1,1,0
hosixy.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
estrellavalpo.cl,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
landrover.co.jp,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
sinopharm.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
malosolandia.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
ghac.cn,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
yourtrainer.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
nasidafurniture.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
varunamultimedia.biz,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
kumianbao.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
pornocasero.cl,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
kelbet.com,0,0,0,1,0,0,1,0,0,1,1,1,1,1,0
minibond.tw,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
betterbasketball.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
eset.it,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
omron.pl,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
